province_code,province_name_vi,district_code,commune_code,commune_name_vi,commune,district_name_vi,district,commune_type,area,pop_density,population,total_household,hh1_2,hh_2+,total_male,m0_14,m15_60,m60+,total_female,f0_14,f15_55,f55+,edu_primary,edu_secondary,edu_high_school,edu_higher,atm,branch,outlet,cluster_id
1,Thành phố Hà Nội,1,1,Phường Phúc Xá,Phuong Phuc Xa,Quận Ba Đình,Quan Ba Dinh,Phuong,0.894,24.561999999999998,21946,5863,1455,4408,10631,2382,6664,1585,11315,2331,6205,2779,1694,1151,730,857,0.0,1.0,1.0,3
1,Thành phố Hà Nội,1,4,Phường Trúc Bạch,Phuong Truc Bach,Quận Ba Đình,Quan Ba Dinh,Phuong,0.506,13.962,7065,1948,557,1391,3409,688,2017,704,3656,637,1853,1166,487,353,209,282,14.0,12.0,26.0,3
1,Thành phố Hà Nội,1,6,Phường Vĩnh Phúc,Phuong Vinh Phuc,Quận Ba Đình,Quan Ba Dinh,Phuong,0.715,33.376,23867,6314,1335,4979,11655,2722,7143,1790,12212,2542,6846,2824,1928,1153,718,1343,10.0,10.0,20.0,3
1,Thành phố Hà Nội,1,7,Phường Cống Vị,Phuong Cong Vi,Quận Ba Đình,Quan Ba Dinh,Phuong,0.5379999999999999,29.723000000000003,15979,4357,1079,3278,7824,1728,4766,1330,8155,1568,4505,2082,1170,872,545,799,20.0,15.0,35.0,3
1,Thành phố Hà Nội,1,8,Phường Liễu Giai,Phuong Lieu Giai,Quận Ba Đình,Quan Ba Dinh,Phuong,0.6809999999999999,30.974,21084,5639,1335,4304,10307,2320,6243,1744,10777,2003,6029,2745,1574,1004,719,1004,15.0,14.0,29.0,3
1,Thành phố Hà Nội,1,10,Phường Nguyễn Trung Trực,Phuong Nguyen Trung Truc,Quận Ba Đình,Quan Ba Dinh,Phuong,0.161,47.739,7705,2127,567,1560,3659,764,2155,740,4046,751,2099,1196,591,371,199,240,5.0,6.0,11.0,3
1,Thành phố Hà Nội,1,13,Phường Quán Thánh,Phuong Quan Thanh,Quận Ba Đình,Quan Ba Dinh,Phuong,0.778,10.187999999999999,7923,2078,460,1618,3952,660,2484,808,3971,666,1952,1353,489,322,226,509,30.0,19.0,49.0,3
1,Thành phố Hà Nội,1,16,Phường Ngọc Hà,Phuong Ngoc Ha,Quận Ba Đình,Quan Ba Dinh,Phuong,0.8240000000000001,23.483,19357,5257,1301,3956,9350,1969,5752,1629,10007,1797,5538,2672,1353,957,652,974,11.0,4.0,15.0,3
1,Thành phố Hà Nội,1,19,Phường Điện Biên,Phuong Dien Bien,Quận Ba Đình,Quan Ba Dinh,Phuong,0.9420000000000001,9.464,8912,2463,665,1798,4273,888,2492,893,4639,784,2372,1483,613,447,289,436,29.0,12.0,41.0,3
1,Thành phố Hà Nội,1,22,Phường Đội Cấn,Phuong Doi Can,Quận Ba Đình,Quan Ba Dinh,Phuong,0.405,35.503,14375,3812,907,2905,6850,1414,4102,1334,7525,1443,3934,2148,1048,724,485,688,11.0,19.0,30.0,3
1,Thành phố Hà Nội,1,25,Phường Ngọc Khánh,Phuong Ngoc Khanh,Quận Ba Đình,Quan Ba Dinh,Phuong,1.016,20.038,20363,5847,1810,4037,9688,2234,5827,1627,10675,2105,5878,2692,1615,1102,719,1008,26.0,19.0,45.0,3
1,Thành phố Hà Nội,1,28,Phường Kim Mã,Phuong Kim Ma,Quận Ba Đình,Quan Ba Dinh,Phuong,0.486,29.326999999999998,14259,4029,1183,2846,6804,1467,4118,1219,7455,1354,4077,2024,1028,743,471,668,12.0,9.0,21.0,3
1,Thành phố Hà Nội,1,31,Phường Giảng Võ,Phuong Giang Vo,Quận Ba Đình,Quan Ba Dinh,Phuong,0.62,28.497,17665,5183,1545,3638,8506,1902,5223,1381,9159,1733,5178,2248,1348,1031,665,946,21.0,14.0,35.0,3
1,Thành phố Hà Nội,1,34,Phường Thành Công,Phuong Thanh Cong,Quận Ba Đình,Quan Ba Dinh,Phuong,0.642,33.302,21393,6342,1942,4400,10166,2536,6013,1617,11227,2181,6340,2706,1747,1210,668,1149,23.0,17.0,40.0,3
1,Thành phố Hà Nội,2,37,Phường Phúc Tân,Phuong Phuc Tan,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.76,22.179000000000002,16856,4638,1235,3403,8376,1845,5522,1009,8480,1620,4987,1873,1252,781,491,519,,,,3
1,Thành phố Hà Nội,2,40,Phường Đồng Xuân,Phuong Dong Xuan,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.17,55.288000000000004,9399,2402,592,1810,4484,905,2782,797,4915,811,2755,1349,635,413,274,335,6.0,17.0,23.0,3
1,Thành phố Hà Nội,2,43,Phường Hàng Mã,Phuong Hang Ma,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.15,46.473,6971,1836,480,1356,3381,675,1983,723,3590,572,1849,1169,449,287,208,297,11.0,12.0,23.0,3
1,Thành phố Hà Nội,2,46,Phường Hàng Buồm,Phuong Hang Buom,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.13,41.285,5367,1531,475,1056,2604,488,1580,536,2763,451,1403,909,333,246,156,207,18.0,8.0,26.0,3
1,Thành phố Hà Nội,2,49,Phường Hàng Đào,Phuong Hang Dao,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.07,77.043,5393,1553,487,1066,2512,434,1546,532,2881,469,1502,910,336,212,164,233,2.0,3.0,5.0,3
1,Thành phố Hà Nội,2,52,Phường Hàng Bồ,Phuong Hang Bo,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.09,58.256,5243,1480,442,1038,2472,483,1452,537,2771,473,1459,839,350,217,168,247,13.0,9.0,22.0,3
1,Thành phố Hà Nội,2,55,Phường Cửa Đông,Phuong Cua Dong,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.14,44.071000000000005,6170,1802,606,1196,2955,546,1823,586,3215,505,1688,1022,364,253,141,290,11.0,17.0,28.0,3
1,Thành phố Hà Nội,2,58,Phường Lý Thái Tổ,Phuong Ly Thai To,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.23,22.4,5152,1391,390,1001,2492,522,1501,469,2660,468,1415,777,371,224,145,241,31.0,23.0,54.0,2
1,Thành phố Hà Nội,2,61,Phường Hàng Bạc,Phuong Hang Bac,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.09,57.711000000000006,5194,1372,445,927,2487,385,1626,476,2707,424,1464,819,283,191,122,183,7.0,7.0,14.0,3
1,Thành phố Hà Nội,2,64,Phường Hàng Gai,Phuong Hang Gai,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.09,64.3,5787,1587,485,1102,2767,557,1637,573,3020,479,1575,966,387,263,167,250,6.0,4.0,10.0,3
1,Thành phố Hà Nội,2,67,Phường Chương Dương,Phuong Chuong Duong,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,1.0170000000000001,22.561999999999998,22946,6554,1969,4585,11195,2531,7031,1633,11751,2243,6647,2861,1746,1230,767,975,2.0,0.0,2.0,3
1,Thành phố Hà Nội,2,70,Phường Hàng Trống,Phuong Hang Trong,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.35,15.783,5524,1397,367,1030,2677,544,1596,537,2847,459,1469,919,370,266,153,328,25.0,9.0,34.0,2
1,Thành phố Hà Nội,2,73,Phường Cửa Nam,Phuong Cua Nam,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.253,25.276999999999997,6385,1856,632,1224,3067,619,1793,655,3318,518,1708,1092,409,273,183,309,21.0,26.0,47.0,2
1,Thành phố Hà Nội,2,76,Phường Hàng Bông,Phuong Hang Bong,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.18,40.033,7206,1737,361,1376,3466,762,2087,617,3740,697,2054,989,484,362,216,345,13.0,8.0,21.0,3
1,Thành phố Hà Nội,2,79,Phường Tràng Tiền,Phuong Trang Tien,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.386,12.062000000000001,4656,1164,286,878,2146,471,1236,439,2510,436,1325,749,349,245,155,229,37.0,18.0,55.0,2
1,Thành phố Hà Nội,2,82,Phường Trần Hưng Đạo,Phuong Tran Hung Dao,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.5,14.078,7039,2025,614,1411,3303,677,1933,693,3736,629,1945,1162,485,325,214,370,52.0,22.0,74.0,2
1,Thành phố Hà Nội,2,85,Phường Phan Chu Trinh,Phuong Phan Chu Trinh,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.406,11.936,4846,1426,464,962,2320,460,1400,460,2526,423,1305,798,313,245,149,277,28.0,18.0,46.0,2
1,Thành phố Hà Nội,2,88,Phường Hàng Bài,Phuong Hang Bai,Quận Hoàn Kiếm,Quan Hoan Kiem,Phuong,0.276,19.87,5484,1563,482,1081,2564,503,1519,542,2920,502,1457,961,358,268,158,292,29.0,19.0,48.0,2
1,Thành phố Hà Nội,3,91,Phường Phú Thượng,Phuong Phu Thuong,Quận Tây Hồ,Quan Tay Ho,Phuong,6.53,3.9930000000000003,26071,6666,1286,5380,12768,3548,7658,1562,13303,3216,7405,2682,2408,1584,866,918,6.0,4.0,10.0,1
1,Thành phố Hà Nội,3,94,Phường Nhật Tân,Phuong Nhat Tan,Quận Tây Hồ,Quan Tay Ho,Phuong,3.759,4.149,15597,4554,1229,3325,7651,1937,4755,959,7946,1804,4499,1643,1318,882,513,558,4.0,2.0,6.0,1
1,Thành phố Hà Nội,3,97,Phường Tứ Liên,Phuong Tu Lien,Quận Tây Hồ,Quan Tay Ho,Phuong,2.91,6.31,18360,4799,1085,3714,9001,2208,5511,1282,9359,2085,5164,2110,1620,1038,610,674,0.0,2.0,2.0,2
1,Thành phố Hà Nội,3,100,Phường Quảng An,Phuong Quang An,Quận Tây Hồ,Quan Tay Ho,Phuong,3.779,2.7230000000000003,10290,2609,560,2049,4988,1131,2957,900,5302,1048,2790,1464,805,549,337,362,22.0,4.0,26.0,2
1,Thành phố Hà Nội,3,103,Phường Xuân La,Phuong Xuan La,Quận Tây Hồ,Quan Tay Ho,Phuong,2.4019999999999997,11.45,27500,7740,2186,5554,13548,3438,8620,1490,13952,3086,8467,2399,2268,1448,869,1929,16.0,24.0,40.0,3
1,Thành phố Hà Nội,3,106,Phường Yên Phụ,Phuong Yen Phu,Quận Tây Hồ,Quan Tay Ho,Phuong,1.472,15.832,23301,6183,1481,4702,11356,2618,6817,1921,11945,2376,6438,3131,1799,1235,718,908,10.0,10.0,20.0,2
1,Thành phố Hà Nội,3,109,Phường Bưởi,Phuong Buoi,Quận Tây Hồ,Quan Tay Ho,Phuong,1.484,16.702,24778,6507,1503,5004,12065,2771,7155,2139,12713,2483,6788,3442,1896,1293,860,1113,5.0,6.0,11.0,2
1,Thành phố Hà Nội,3,112,Phường Thụy Khuê,Phuong Thuy Khue,Quận Tây Hồ,Quan Tay Ho,Phuong,2.057,7.095,14598,4015,1045,2970,7086,1589,4172,1325,7512,1407,4030,2075,1065,734,501,681,13.0,16.0,29.0,2
1,Thành phố Hà Nội,4,115,Phường Thượng Thanh,Phuong Thuong Thanh,Quận Long Biên,Quan Long Bien,Phuong,4.586,6.31,28936,7899,1884,6015,14408,4057,8660,1691,14528,3675,8129,2724,2716,1690,897,904,2.0,2.0,4.0,1
1,Thành phố Hà Nội,4,118,Phường Ngọc Thụy,Phuong Ngoc Thuy,Quận Long Biên,Quan Long Bien,Phuong,8.77,4.511,39565,10134,1984,8150,19644,5524,11783,2337,19921,4947,11068,3906,3857,2296,1294,1395,3.0,1.0,4.0,1
1,Thành phố Hà Nội,4,121,Phường Giang Biên,Phuong Giang Bien,Quận Long Biên,Quan Long Bien,Phuong,4.345,5.596,24315,6633,1356,5277,11882,3988,6820,1074,12433,3670,6841,1922,2812,1397,579,597,1.0,3.0,4.0,1
1,Thành phố Hà Nội,4,124,Phường Đức Giang,Phuong Duc Giang,Quận Long Biên,Quan Long Bien,Phuong,2.5069999999999997,11.047,27694,7403,1686,5717,13686,3694,8212,1780,14008,3264,7679,3065,2538,1666,920,982,18.0,19.0,37.0,1
1,Thành phố Hà Nội,4,127,Phường Việt Hưng,Phuong Viet Hung,Quận Long Biên,Quan Long Bien,Phuong,3.7439999999999998,5.976,22375,5849,1154,4695,11066,3373,6461,1232,11309,2969,6306,2034,2399,1349,652,765,5.0,2.0,7.0,1
1,Thành phố Hà Nội,4,130,Phường Gia Thụy,Phuong Gia Thuy,Quận Long Biên,Quan Long Bien,Phuong,1.4240000000000002,10.587,15076,4105,1025,3080,7275,1953,4303,1019,7801,1873,4281,1647,1447,836,485,587,14.0,10.0,24.0,2
1,Thành phố Hà Nội,4,133,Phường Ngọc Lâm,Phuong Ngoc Lam,Quận Long Biên,Quan Long Bien,Phuong,1.196,20.003,23923,6364,1547,4817,11725,2871,7005,1849,12198,2531,6669,2998,2007,1271,754,852,23.0,24.0,47.0,2
1,Thành phố Hà Nội,4,136,Phường Phúc Lợi,Phuong Phuc Loi,Quận Long Biên,Quan Long Bien,Phuong,6.263,3.037,19019,5174,1261,3913,9366,2804,5557,1005,9653,2556,5316,1781,1844,1139,590,604,2.0,2.0,4.0,1
1,Thành phố Hà Nội,4,139,Phường Bồ Đề,Phuong Bo De,Quận Long Biên,Quan Long Bien,Phuong,3.679,8.552999999999999,31466,8346,1753,6593,15516,4091,9344,2081,15950,3650,8986,3314,2847,1722,1072,1199,12.0,8.0,20.0,1
1,Thành phố Hà Nội,4,142,Phường Sài Đồng,Phuong Sai Dong,Quận Long Biên,Quan Long Bien,Phuong,0.8590000000000001,20.553,17655,4690,1092,3598,8726,2433,5159,1134,8929,2162,4860,1907,1684,1072,563,755,16.0,6.0,22.0,2
1,Thành phố Hà Nội,4,145,Phường Long Biên,Phuong Long Bien,Quận Long Biên,Quan Long Bien,Phuong,7.879,2.7960000000000003,22028,5904,1231,4673,10925,3309,6593,1023,11103,2882,6323,1898,2208,1383,714,698,10.0,0.0,10.0,1
1,Thành phố Hà Nội,4,148,Phường Thạch Bàn,Phuong Thach Ban,Quận Long Biên,Quan Long Bien,Phuong,5.185,5.0969999999999995,26427,7459,2038,5421,13102,3805,8122,1175,13325,3473,7710,2142,2446,1411,673,762,0.0,1.0,1.0,1
1,Thành phố Hà Nội,4,151,Phường Phúc Đồng,Phuong Phuc Dong,Quận Long Biên,Quan Long Bien,Phuong,4.535,3.134,14211,3798,775,3023,6978,2125,4199,654,7233,1880,4084,1269,1378,780,423,470,12.0,6.0,18.0,1
1,Thành phố Hà Nội,4,154,Phường Cự Khối,Phuong Cu Khoi,Quận Long Biên,Quan Long Bien,Phuong,4.849,2.033,9859,2477,425,2052,4872,1480,2886,506,4987,1259,2748,980,1033,549,291,242,,,,1
1,Thành phố Hà Nội,5,157,Phường Nghĩa Đô,Phuong Nghia Do,Quận Cầu Giấy,Quan Cau Giay,Phuong,1.3419999999999999,25.805,34636,9700,2728,6972,17125,4091,10445,2589,17511,3667,10001,3843,2749,1746,1016,1910,28.0,29.0,57.0,3
1,Thành phố Hà Nội,5,160,Phường Nghĩa Tân,Phuong Nghia Tan,Quận Cầu Giấy,Quan Cau Giay,Phuong,0.573,38.015,21794,5950,1518,4432,10442,2803,6127,1512,11352,2428,6608,2316,1918,1242,657,1699,21.0,15.0,36.0,3
1,Thành phố Hà Nội,5,163,Phường Mai Dịch,Phuong Mai Dich,Quận Cầu Giấy,Quan Cau Giay,Phuong,1.9980000000000002,20.28,40511,13223,6500,6723,18719,3718,13353,1648,21792,3366,15815,2611,2580,1555,991,9683,22.0,13.0,35.0,3
1,Thành phố Hà Nội,5,166,Phường Dịch Vọng,Phuong Dich Vong,Quận Cầu Giấy,Quan Cau Giay,Phuong,1.3530000000000002,20.87,28226,8634,3067,5567,13561,3535,8569,1457,14665,3259,9067,2339,2508,1518,946,2204,33.0,23.0,56.0,3
1,Thành phố Hà Nội,5,167,Phường Dịch Vọng Hậu,Phuong Dich Vong Hau,Quận Cầu Giấy,Quan Cau Giay,Phuong,1.605,19.649,31541,8356,3348,5008,13447,2979,9093,1375,18094,2678,13172,2244,2025,1271,1211,7697,44.0,24.0,68.0,3
1,Thành phố Hà Nội,5,169,Phường Quan Hoa,Phuong Quan Hoa,Quận Cầu Giấy,Quan Cau Giay,Phuong,0.889,39.264,34886,12637,6831,5806,16784,3141,12046,1597,18102,2690,12829,2583,1994,1317,851,5102,22.0,25.0,47.0,3
1,Thành phố Hà Nội,5,172,Phường Yên Hoà,Phuong Yen Hoa,Quận Cầu Giấy,Quan Cau Giay,Phuong,2.062,22.683000000000003,46766,13962,4791,9171,22766,5487,14656,2623,24000,5123,14761,4116,3897,2272,1411,3722,20.0,26.0,46.0,3
1,Thành phố Hà Nội,5,175,Phường Trung Hoà,Phuong Trung Hoa,Quận Cầu Giấy,Quan Cau Giay,Phuong,2.496,21.706,54176,16934,6561,10373,25291,6393,16168,2730,28885,5719,18629,4537,4474,2855,1694,5091,68.0,50.0,118.0,3
1,Thành phố Hà Nội,6,178,Phường Cát Linh,Phuong Cat Linh,Quận Đống Đa,Quan Dong Da,Phuong,0.36700000000000005,30.476999999999997,11185,3131,857,2274,5423,1104,3348,971,5762,1033,3105,1624,749,549,346,497,16.0,13.0,29.0,3
1,Thành phố Hà Nội,6,181,Phường Văn Miếu,Phuong Van Mieu,Quận Đống Đa,Quan Dong Da,Phuong,0.29100000000000004,32.832,9554,2870,961,1909,4567,974,2710,883,4987,875,2623,1489,664,484,280,355,6.0,5.0,11.0,3
1,Thành phố Hà Nội,6,184,Phường Quốc Tử Giám,Phuong Quoc Tu Giam,Quận Đống Đa,Quan Dong Da,Phuong,0.19,42.563,8087,2351,750,1601,3845,794,2327,724,4242,720,2336,1186,531,393,253,448,4.0,8.0,12.0,3
1,Thành phố Hà Nội,6,187,Phường Láng Thượng,Phuong Lang Thuong,Quận Đống Đa,Quan Dong Da,Phuong,1.225,31.978,39173,13358,6967,6391,16774,3077,11732,1965,22399,2899,16395,3105,2167,1341,801,10000,25.0,19.0,44.0,3
1,Thành phố Hà Nội,6,190,Phường Ô Chợ Dừa,Phuong O Cho Dua,Quận Đống Đa,Quan Dong Da,Phuong,1.1320000000000001,30.07,34039,8988,2303,6685,16204,3595,9709,2900,17835,3235,10228,4372,2439,1702,1128,2431,25.0,35.0,60.0,3
1,Thành phố Hà Nội,6,193,Phường Văn Chương,Phuong Van Chuong,Quận Đống Đa,Quan Dong Da,Phuong,0.33399999999999996,49.743,16614,5017,1605,3412,7993,1633,4990,1370,8621,1458,4820,2343,1236,750,537,603,,,,3
1,Thành phố Hà Nội,6,196,Phường Hàng Bột,Phuong Hang Bot,Quận Đống Đa,Quan Dong Da,Phuong,0.315,58.333,18375,5175,1507,3668,8809,1916,5412,1481,9566,1835,5208,2523,1399,898,600,974,6.0,6.0,12.0,3
1,Thành phố Hà Nội,6,199,Phường Láng Hạ,Phuong Lang Ha,Quận Đống Đa,Quan Dong Da,Phuong,0.968,30.885,29897,8341,2656,5685,14394,3076,9031,2287,15503,2757,9226,3520,2259,1463,998,3107,39.0,37.0,76.0,3
1,Thành phố Hà Nội,6,202,Phường Khâm Thiên,Phuong Kham Thien,Quận Đống Đa,Quan Dong Da,Phuong,0.183,52.431999999999995,9595,2628,756,1872,4704,1014,2776,914,4891,923,2522,1446,744,479,272,380,7.0,7.0,14.0,3
1,Thành phố Hà Nội,6,205,Phường Thổ Quan,Phuong Tho Quan,Quận Đống Đa,Quan Dong Da,Phuong,0.29,59.993,17398,4790,1269,3521,8427,1817,5134,1476,8971,1587,4967,2417,1268,811,520,746,11.0,11.0,22.0,3
1,Thành phố Hà Nội,6,208,Phường Nam Đồng,Phuong Nam Dong,Quận Đống Đa,Quan Dong Da,Phuong,0.41100000000000003,35.818000000000005,14721,4268,1258,3010,7045,1653,4190,1202,7676,1444,4189,2043,1124,729,433,780,11.0,13.0,24.0,3
1,Thành phố Hà Nội,6,211,Phường Trung Phụng,Phuong Trung Phung,Quận Đống Đa,Quan Dong Da,Phuong,0.23600000000000002,70.369,16607,4821,1485,3336,7963,1676,5055,1232,8644,1635,4825,2184,1154,767,484,828,,,,3
1,Thành phố Hà Nội,6,214,Phường Quang Trung,Phuong Quang Trung,Quận Đống Đa,Quan Dong Da,Phuong,0.41100000000000003,35.119,14434,3667,1265,2402,6149,1259,3949,941,8285,1172,5559,1554,924,553,348,3291,15.0,17.0,32.0,3
1,Thành phố Hà Nội,6,217,Phường Trung Liệt,Phuong Trung Liet,Quận Đống Đa,Quan Dong Da,Phuong,0.764,34.52,26373,6898,2145,4753,12774,2607,8134,2033,13599,2269,8264,3066,1791,1133,736,4026,31.0,27.0,58.0,3
1,Thành phố Hà Nội,6,220,Phường Phương Liên,Phuong Phuong Lien,Quận Đống Đa,Quan Dong Da,Phuong,0.43799999999999994,38.863,17022,5042,1693,3349,8298,1737,5141,1420,8724,1631,4803,2290,1212,851,512,1014,14.0,13.0,27.0,3
1,Thành phố Hà Nội,6,223,Phường Thịnh Quang,Phuong Thinh Quang,Quận Đống Đa,Quan Dong Da,Phuong,0.44799999999999995,40.626999999999995,18201,5266,1688,3578,8720,1932,5398,1390,9481,1755,5466,2260,1317,938,586,1269,9.0,11.0,20.0,3
1,Thành phố Hà Nội,6,226,Phường Trung Tự,Phuong Trung Tu,Quận Đống Đa,Quan Dong Da,Phuong,0.418,31.299,13083,3087,1010,2077,5989,1102,4049,838,7094,1076,4595,1423,825,530,304,3327,4.0,5.0,9.0,3
1,Thành phố Hà Nội,6,229,Phường Kim Liên,Phuong Kim Lien,Quận Đống Đa,Quan Dong Da,Phuong,0.33799999999999997,41.692,14092,4067,1213,2854,6729,1574,4089,1066,7363,1430,4078,1855,1124,756,460,940,14.0,8.0,22.0,3
1,Thành phố Hà Nội,6,232,Phường Phương Mai,Phuong Phuong Mai,Quận Đống Đa,Quan Dong Da,Phuong,0.617,32.308,19934,5715,1663,4052,9621,2426,5655,1540,10313,2157,5696,2460,1673,1072,596,1318,20.0,14.0,34.0,3
1,Thành phố Hà Nội,6,235,Phường Ngã Tư Sở,Phuong Nga Tu So,Quận Đống Đa,Quan Dong Da,Phuong,0.23399999999999999,32.705,7653,2420,866,1554,3712,859,2302,551,3941,744,2262,935,596,378,236,506,10.0,12.0,22.0,3
1,Thành phố Hà Nội,6,238,Phường Khương Thượng,Phuong Khuong Thuong,Quận Đống Đa,Quan Dong Da,Phuong,0.33899999999999997,45.926,15569,4872,1833,3039,7479,1517,4922,1040,8090,1388,4970,1732,1057,712,421,2193,1.0,3.0,4.0,3
1,Thành phố Hà Nội,7,241,Phường Nguyễn Du,Phuong Nguyen Du,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.37,16.157,5978,1608,411,1197,2988,575,1843,570,2990,483,1579,928,413,276,167,285,13.0,10.0,23.0,2
1,Thành phố Hà Nội,7,244,Phường Bạch Đằng,Phuong Bach Dang,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,1.099,18.009,19795,5327,1287,4040,9774,2006,6077,1691,10021,1720,5680,2621,1430,1015,655,723,5.0,2.0,7.0,3
1,Thành phố Hà Nội,7,247,Phường Phạm Đình Hổ,Phuong Pham Dinh Ho,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.301,22.669,6812,2121,716,1405,3245,678,1911,656,3567,616,1858,1093,497,343,241,279,7.0,10.0,17.0,2
1,Thành phố Hà Nội,7,250,Phường Bùi Thị Xuân,Phuong Bui Thi Xuan,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.141,27.212,3826,1212,465,747,1825,324,1053,448,2001,333,962,706,217,147,106,170,9.0,12.0,21.0,2
1,Thành phố Hà Nội,7,253,Phường Ngô Thì Nhậm,Phuong Ngo Thi Nham,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.192,26.136999999999997,5013,1540,554,986,2388,451,1352,585,2625,418,1271,936,327,229,132,176,19.0,21.0,40.0,2
1,Thành phố Hà Nội,7,256,Phường Lê Đại Hành,Phuong Le Dai Hanh,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.868,9.75,8464,2449,781,1668,4050,906,2303,841,4414,749,2285,1380,600,397,283,349,26.0,18.0,44.0,2
1,Thành phố Hà Nội,7,259,Phường Đồng Nhân,Phuong Dong Nhan,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.149,58.205,8690,2467,814,1653,3992,900,2401,691,4698,801,2640,1257,612,451,253,986,1.0,0.0,1.0,3
1,Thành phố Hà Nội,7,262,Phường Phố Huế,Phuong Pho Hue,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.20199999999999999,44.42,8955,2531,757,1774,4336,909,2614,813,4619,773,2444,1402,603,406,282,370,6.0,7.0,13.0,3
1,Thành phố Hà Nội,7,265,Phường Đống Mác,Phuong Dong Mac,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.153,56.59,8647,2473,728,1745,4146,900,2429,817,4501,811,2381,1309,661,394,266,329,5.0,15.0,20.0,3
1,Thành phố Hà Nội,7,268,Phường Thanh Lương,Phuong Thanh Luong,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,1.571,15.79,24812,7040,1955,5085,12136,2767,7335,2034,12676,2424,6998,3254,1871,1304,770,1254,1.0,0.0,1.0,3
1,Thành phố Hà Nội,7,271,Phường Thanh Nhàn,Phuong Thanh Nhan,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.736,28.764,21170,6052,1760,4292,10293,2259,6370,1664,10877,2082,5985,2810,1538,1075,654,1138,9.0,15.0,24.0,3
1,Thành phố Hà Nội,7,274,Phường Cầu Dền,Phuong Cau Den,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.17,69.558,11797,3080,700,2380,5890,1180,3806,904,5907,1041,3338,1528,794,531,374,847,1.0,4.0,5.0,3
1,Thành phố Hà Nội,7,277,Phường Bách Khoa,Phuong Bach Khoa,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.521,26.76,13950,2785,868,1917,7170,1018,5291,861,6780,938,4437,1405,742,511,300,5083,11.0,12.0,23.0,3
1,Thành phố Hà Nội,7,280,Phường Đồng Tâm,Phuong Dong Tam,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.514,38.843,19973,4511,1268,3243,9408,1613,6485,1310,10565,1419,7088,2058,1142,708,469,5742,19.0,15.0,34.0,3
1,Thành phố Hà Nội,7,283,Phường Vĩnh Tuy,Phuong Vinh Tuy,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,1.6019999999999999,32.229,51644,14934,4168,10766,25169,6765,14926,3478,26475,5788,15176,5511,4602,2860,1634,2447,18.0,24.0,42.0,3
1,Thành phố Hà Nội,7,286,Phường Bạch Mai,Phuong Bach Mai,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.256,63.391999999999996,16241,4472,1202,3270,7958,1642,4981,1335,8283,1545,4589,2149,1150,773,510,1063,5.0,11.0,16.0,3
1,Thành phố Hà Nội,7,289,Phường Quỳnh Mai,Phuong Quynh Mai,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.168,70.98,11946,3588,1123,2465,5657,1308,3433,916,6289,1269,3372,1648,936,701,435,491,2.0,3.0,5.0,3
1,Thành phố Hà Nội,7,292,Phường Quỳnh Lôi,Phuong Quynh Loi,Quận Hai Bà Trưng,Quan Hai Ba Trung,Phuong,0.253,58.493,14787,4204,1181,3023,7279,1648,4487,1144,7508,1431,4099,1978,1127,774,476,935,0.0,1.0,1.0,3
